name,symbol,weight
VASCULAR SOLUTIONS INC.,VASC,0.000337
AIR TRANSPORT SERVICES GROUP INC.,ATSG,0.000337
SUMMIT MATERIALS INC CLASS A,SUM,0.000337
PDL BIOPHARMA INC.,PDLI,0.000337
LHC GROUP,LHCG,0.000336
LDR HOLDING CORP,LDRH,0.000335
AMBAC FINANCIAL GROUP INC,AMBC,0.000335
DIME COMMUNITY BANCSHARES,DCOM,0.000335
BANC OF CALIFORNIA INC,BANC,0.000335
UNITIL CORP.,UTL,0.000334
THERMON GROUP HOLDINGS INC.,THR,0.000332
HARSCO CORP.,HSC,0.000332
ULTRATECH INC.,UTEK,0.000332
BMC STOCK HOLDINGS INC,STCK,0.000331
QUIDEL CORP.,QDEL,0.000331
CAPELLA EDUCATION CO.,CPLA,0.000331
SAIA INC.,SAIA,0.000331
NATIONAL WESTERN LIFE GROUP INC CL,NWLI,0.000331
INVACARE CORP.,IVC,0.00033
CARETRUST REIT INC,CTRE,0.00033
GREENLIGHT CAPITAL A LTD,GLRE,0.00033
GLOBANT SA,GLOB,0.000329
AVX CORP.,AVX,0.000329
BRYN MAWR BANK CORP.,BMTC,0.000328
HEIDRICK & STRUGGLES INTERNATIONAL,HSII,0.000328
EXTERRAN CORP,EXTN,0.000327
HEALTHSTREAM INC.,HSTM,0.000326
PHIBRO ANIMAL HEALTH CORP CLASS A,PAHC,0.000325
WORLD WRESTLING ENTERTAINMENT INC,WWE,0.000325
FIRST NBC BANK HOLDING,FNBC,0.000324
FIRST BUSEY CORP,BUSE,0.000323
ROUSE PROPERTIES INC.,RSE,0.000322
ALAMO GROUP INC.,ALG,0.000322
CAPITAL SENIOR LIVING CORP.,CSU,0.000322
LYDALL INC.,LDL,0.000322
ENNIS INC.,EBF,0.00032
CALLON PETROLEUM CO.,CPE,0.00032
TALEN ENERGY CORP,TLN,0.00032
INNOPHOS HOLDINGS INC,IPHS,0.000319
CBIZ INC,CBZ,0.000318
HERITAGE INSURANCE HOLDINGS INC,HRTG,0.000318
HANGER INC,HGR,0.000318
SAUL CENTERS INC.,BFS,0.000317
DIAMOND HILL INVESTMENT GROUP INC.,DHIL,0.000316
1ST SOURCE CORP.,SRCE,0.000314
TOWER INTERNATIONAL INC.,TOWR,0.000312
ARRAY BIOPHARMA INC.,ARRY,0.000312
NATIONAL BEVERAGE CORP.,FIZZ,0.000311
SJW CORP.,SJW,0.000311
AMC ENTERTAINMENT HOLDINGS INC CLA,AMC,0.000309
M/I HOMES INC.,MHO,0.000309
CEVA INC.,CEVA,0.000308
KRATON PERFORMANCE POLYMERS INC,KRA,0.000308
ACCURAY INC.,ARAY,0.000308
WINNEBAGO INDUSTRIES INC.,WGO,0.000307
ARCBEST CORP,ARCB,0.000307
CONTINENTAL BUILDING PRODUCTS INC,CBPX,0.000307
CHEGG INC,CHGG,0.000306
REVANCE THERAPEUTICS INC,RVNC,0.000306
ATWOOD OCEANICS INC.,ATW,0.000306
H&E EQUIPMENT SERVICES INC.,HEES,0.000305
HEARTWARE INTERNATIONAL INC,HTWR,0.000305
PGT INC.,PGTI,0.000304
PROS HOLDINGS INC.,PRO,0.000304
URSTADT BIDDLE PROPERTIES REIT CLA,UBA,0.000303
JOHN B. SANFILIPPO & SON INC.,JBSS,0.000303
VASCO DATA SECURITY INTERNATIONAL,VDSI,0.000302
ENCORE CAPITAL GROUP INC.,ECPG,0.000301
BLOUNT INTERNATIONAL INC.,BLT,0.000301
HYSTER-YALE MATERIALS HANDLING INC,HY,0.000301
ENTRAVISION COMMUNICATIONS CORP.,EVC,0.000301
KELLY SERVICES INC. CL A,KELYA,0.0003
LADDER CAPITAL CORP CLASS A,LADR,0.0003
NEUSTAR INC. CL A,NSR,0.000299
LORAL SPACE AND COMMUNICATIONS INC,LORL,0.000299
CENTRAL PACIFIC FINANCIAL CORP.,CPF,0.000299
CHART INDUSTRIES INC.,GTLS,0.000299
MONSTER WORLDWIDE INC.,MWW,0.000299
MOELIS ORD CLASS A,MC,0.000297
CATCHMARK TIMBER TRUST INC TRUST C,CTT,0.000295
FORMFACTOR INC.,FORM,0.000295
UNISYS CORP.,UIS,0.000295
ORBCOMM INC,ORBC,0.000294
OMEGA PROTEIN CORP.,OME,0.000293
MATERION CORP.,MTRN,0.000293
ANWORTH MORTGAGE ASSET CORP.,ANH,0.000292
CAMPUS CREST COMMUNITIES INC.,CCG,0.000292
GETTY REALTY CORP.,GTY,0.000291
MAINSOURCE FINANCIAL GROUP INC.,MSFG,0.000291
NATIONSTAR MORTGAGE HOLDINGS INC,NSM,0.00029
HOMESTREET INC.,HMST,0.00029
FLAGSTAR BANCORP INC.,FBC,0.00029
DERMIRA INC,DERM,0.00029
WEIS MARKETS INC.,WMK,0.000289
TETRA TECHNOLOGIES INC.,TTI,0.000289
BUILDERS FIRSTSOURCE INC.,BLDR,0.000288
ALBANY MOLECULAR RESEARCH INC.,AMRI,0.000288
TEEKAY TANKERS LTD CLASS A,TNK,0.000287
HELIX ENERGY SOLUTIONS GROUP INC.,HLX,0.000287
LEXICON PHARMACEUTICALS INC,LXRX,0.000287
ENANTA PHARMACEUTICALS INC,ENTA,0.000286
Q2 HOLDINGS INC,QTWO,0.000286
CONNECTICUT WATER SERVICE INC.,CTWS,0.000286
FTD INC,FTD,0.000286
INTL FCSTONE INC.,INTL,0.000285
CROSS COUNTRY HEALTHCARE INC.,CCRN,0.000284
APPLIED MICRO CIRCUITS CORP.,AMCC,0.000284
GLOBAL BRASS AND COPPER HOLDINGS I,BRSS,0.000284
PATRICK INDUSTRIES INC,PATK,0.000284
SILVER SPRING NETWORKS INC,SSNI,0.000283
GLOBAL EAGLE ENTERTAINMENT INC.,ENT,0.000283
GREAT SOUTHERN BANCORP INC.,GSBC,0.000283
FLOTEK INDUSTRIES INC.,FTK,0.000283
SMART AND FINAL STORES INC,SFS,0.000283
CARDIOVASCULAR SYSTEMS INC,CSII,0.000282
TAYLOR MORRISON HOME CORP. CL A,TMHC,0.000281
GORMAN-RUPP,GRC,0.000281
SANGAMO BIOSCIENCES INC.,SGMO,0.000281
REALD INC.,RLD,0.00028
LAKELAND BANCORP INC.,LBAI,0.00028
BARNES & NOBLE INC.,BKS,0.000279
GSI GROUP INC,GSIG,0.000279
WAUSAU PAPER CORP.,WPP,0.000279
PACFIC PREMIER BANCORP INC,PPBI,0.000278
GERMAN AMERICAN BANCORP INC.,GABC,0.000278
COBIZ FINANCIAL INC.,COBZ,0.000278
VIRTU FINANCIAL INC CLASS A,VIRT,0.000277
TELETECH HOLDINGS INC.,TTEC,0.000275
BLUE HILLS BANCORP INC,BHBK,0.000274
MIDDLESEX WATER CO.,MSEX,0.000274
WEIGHT WATCHERS INTERNATIONAL INC.,WTW,0.000273
MARINEMAX INC,HZO,0.000273
UNIFI INC.,UFI,0.000273
BRIDGE BANCORP INC.,BDGE,0.000273
WESTERN ASSET MORTGAGE CAPITAL COR,WMC,0.000272
TILE SHOP HOLDINGS INC.,TTS,0.000272
CARROLS RESTAURANT GROUP INC.,TAST,0.000272
BLUE NILE INC.,NILE,0.00027
FARO TECHNOLOGIES INC.,FARO,0.000269
INTERACTIVE INTELLIGENCE GROUP INC,ININ,0.000268
BANCFIRST CORP.,BANF,0.000268
NRG YIELD INC CLASS A,NYLDA,0.000267
KADANT INC.,KAI,0.000267
SYNERGY PHARMACEUTICALS INC,SGYP,0.000267
INSTALLED BUILDING PRODUCTS INC,IBP,0.000265
PURE STORAGE INC CLASS A,PSTG,0.000265
NEWBRIDGE BANCORP,NBBC,0.000264
DOUGLAS DYNAMICS INC.,PLOW,0.000264
LANDS END INC,LE,0.000264
RE MAX HOLDINGS INC CLASS A,RMAX,0.000264
NATIONAL STORAGE AFFILIATES TRUST,NSA,0.000263
ASHFORD HOSPITALITY TRUST REIT INC,AHT,0.000263
ANGIES LIST INC,ANGI,0.000262
HAVERTY FURNITURE COS. INC.,HVT,0.000262
CU BANCORP,CUNB,0.000262
ARENA PHARMACEUTICALS INC.,ARNA,0.000262
MYR GROUP INC.,MYRG,0.000262
SUPERIOR INDUSTRIES INTERNATIONAL,SUP,0.000261
AMPHASTAR PHARMACEUTICALS INC,AMPH,0.00026
WIX.COM LTD,WIX,0.00026
KCG HOLDINGS INC CLASS A,KCG,0.000259
INTER PARFUMS INC.,IPAR,0.000258
ACTUA CORP,ACTA,0.000258
ACCELERATE DIAGNOSTICS INC,AXDX,0.000257
GTT COMMUNICATIONS INC,GTT,0.000257
ALON USA ENERGY INC.,ALJ,0.000257
DHI GROUP INC,DHX,0.000256
XO GROUP INC.,XOXO,0.000256
LENDINGTREE INC,TREE,0.000255
OMEROS CORP,OMER,0.000255
MARTEN TRANSPORT LTD.,MRTN,0.000255
THERAVANCE BIOPHARMA INC,TBPH,0.000255
UNIVEST CORP. OF PENNSYLVANIA,UVSP,0.000254
HAYNES INTERNATIONAL INC.,HAYN,0.000254
THE RUBICON PROJECT INC,RUBI,0.000253
UNIT CORP.,UNT,0.000253
FINANCIAL INSTITUTIONS INC.,FISI,0.000252
EPIQ SYSTEMS INC,EPIQ,0.000252
PIER 1 IMPORTS INC.,PIR,0.000251
ARGAN INC,AGX,0.000251
OCATA THERAPEUTICS INC,OCAT,0.000251
MERCANTILE BANK CORP.,MBWM,0.000251
INSTEEL INDUSTRIES INC.,IIIN,0.00025
SCICLONE PHARMACEUTICALS INC.,SCLN,0.00025
HEALTHWAYS INC.,HWAY,0.00025
INOVIO PHARMACEUTICALS INC,INO,0.000249
SUPERNUS PHARMACEUTICALS INC,SUPN,0.000248
NORTEK INC.,NTK,0.000248
HOMETRUST BANCSHARES INC,HTBI,0.000247
NEWPARK RESOURCES INC.,NR,0.000247
MOVADO GROUP INC.,MOV,0.000246
ARCHROCK INC,AROC,0.000246
JAMES RIVER GROUP HOLDINGS LTD,JRVR,0.000245
INFRAREIT INC,HIFR,0.000245
AERIE PHARMACEUTICALS INC,AERI,0.000244
DTS INC.,DTSI,0.000243
RUDOLPH TECHNOLOGIES INC,RTEC,0.000243
NIMBLE STORAGE INC,NMBL,0.000243
VANDA PHARMACEUTICALS INC.,VNDA,0.000243
NATIONAL PRESTO INDUSTRIES INC.,NPK,0.000243
PREFERRED BANK LOS ANGELES,PFBC,0.000242
NEOGENOMICS INC,NEO,0.000242
CORVEL CORP.,CRVL,0.000242
AK STEEL HOLDING CORP.,AKS,0.000241
WATERSTONE FINANCIAL INC,WSBF,0.000241
FIRST BANCORP (NORTH CAROLINA),FBNC,0.000241
TAL INTERNATIONAL GROUP INC.,TAL,0.000241
HAWKINS INC.,HWKN,0.00024
APOLLO RESIDENTIAL MORTGAGE INC.,AMTG,0.00024
ROCKWELL MEDICAL INC,RMTI,0.000239
CONNS INC.,CONN,0.000238
LIBBEY INC,LBY,0.000238
EXTREME NETWORKS INC.,EXTR,0.000238
RENEWABLE ENERGY INC,REGI,0.000238
SP PLUS CORP,SP,0.000237
ALTISOURCE PORTFOLIO SOLUTIONS S.A,ASPS,0.000236
AMERICAN RAILCAR INDUSTRIES INC.,ARII,0.000235
FIRST FINANCIAL CORP. (INDIANA),THFF,0.000235
DEL FRISCOS RESTAURANT GROUP INC,DFRG,0.000235
PAR PACIFIC HOLDINGS INC,PARR,0.000234
MISTRAS GROUP INC,MG,0.000233
FEDERATED NATIONAL HOLDING COMPANY,FNHC,0.000232
OPUS BANK,OPB,0.000232
NN INC.,NNBR,0.000231
BLUCORA INC,BCOR,0.000231
PERFORMANCE FOOD GROUP,PFGC,0.000231
RESOURCE CAPITAL REIT CORP,RSO,0.000231
AG MORTGAGE INVESTMENT TRUST INC.,MITT,0.000231
VOCERA COMMUNICATIONS INC,VCRA,0.000231
QUOTIENT TECHNOLOGY INC,QUOT,0.000231
HACKETT GROUP INC,HCKT,0.00023
FIDELITY SOUTHERN CORP.,LION,0.00023
COWEN GROUP INC.,COWN,0.00023
KERYX BIOPHARMACEUTICALS INC.,KERX,0.000229
SEACOAST BANKING OF FLORIDA,SBCF,0.000229
TEXTURA CORP,TXTR,0.000229
CLIFTON BANCORP INC,CSBK,0.000229
SPOK HOLDINGS INC,SPOK,0.000229
WESTWOOD HOLDINGS GROUP INC.,WHG,0.000228
NAVISTAR INTERNATIONAL CORP,NAV,0.000228
PETMED EXPRESS INC.,PETS,0.000228
SCIQUEST INC.,SQI,0.000228
CAESARS ENTERTAINMENT CORP,CZR,0.000228
CARRIAGE SERVICES INC.,CSV,0.000227
LUMBER LIQUIDATORS HOLDINGS INC.,LL,0.000226
BANK MUTUAL CORP.,BKMU,0.000226
LIVEPERSON INC,LPSN,0.000226
YRC WORLDWIDE INC.,YRCW,0.000225
OCLARO INC.,OCLR,0.000224
PDVWIRELESS INC,PDVW,0.000224
STONEGATE BANK,SGBK,0.000224
FIRST DEFIANCE FINANCIAL CORP.,FDEF,0.000224
RETAILMENOT INC SERIES,SALE,0.000223
MARCUS CORP.,MCS,0.000223
XENCOR INC,XNCR,0.000223
ANCHOR BANCORP WISCONSIN INC,ABCW,0.000222
COHERUS BIOSCIENCES INC,CHRS,0.000222
MARCUS & MILLICHAP INC,MMI,0.000222
INTRALINKS HOLDINGS INC,IL,0.000221
METRO BANCORP INC.,METR,0.00022
KIMBALL INTERNATIONAL INC CLASS B,KBAL,0.00022
SHOE CARNIVAL INC.,SCVL,0.00022
INDEPENDENT BANK CORP. (MICHIGAN),IBCP,0.00022
SUCAMPO PHARMACEUTICALS INC CLASS,SCMP,0.00022
FIRST OF LONG ISLAND CORP.,FLIC,0.000219
SCHNITZER STEEL INDUSTRIES INC.,SCHN,0.000219
KOPPERS HOLDINGS INC.,KOP,0.000219
DIGIMARC CORP,DMRC,0.000219
PEOPLES BANCORP INC. (OHIO),PEBO,0.000218
ATARA BIOTHERAPEUTICS INC,ATRA,0.000218
PERFORMANCE SPORTS GROUP LTD,PSG,0.000216
SAGENT PHARMACEUTICALS INC,SGNT,0.000216
SPECTRUM PHARMACEUTICALS INC.,SPPI,0.000216
CHIMERIX INC.,CMRX,0.000216
CALIX INC.,CALX,0.000215
FAIRPOINT COMMUNICATIONS INC.,FRP,0.000215
MODINE MANUFACTURING,MOD,0.000215
ZUMIEZ INC.,ZUMZ,0.000215
NANOMETRICS INC.,NANO,0.000214
AEP INDUSTRIES INC.,AEPI,0.000214
PARK STERLING CORP,PSTB,0.000214
TRUECAR INC,TRUE,0.000214
MEDIFAST INC.,MED,0.000212
FIRST BANCORP (PUERTO RICO),FBP,0.000212
MULTI PACKAGING SOLUTIONS INTERNAT,MPSX,0.000212
UNIVERSAL AMERICAN CORP.,UAM,0.000212
ORASURE TECHNOLOGIES INC.,OSUR,0.000211
WCI COMMUNITIES INC,WCIC,0.000211
COLUMBUS MCKINNON CORP.,CMCO,0.000211
RUBY TUESDAY INC.,RT,0.000211
YORK WATER CO.,YORW,0.00021
STONERIDGE INC.,SRI,0.00021
CITIZENS INC. CL A,CIA,0.00021
UNITED DEVELOPMENT IV ORD,UDF,0.00021
AMERICAN VANGUARD CORP.,AVD,0.000209
SOUTHWEST BANCORP INC.,OKSB,0.000208
TTM TECHNOLOGIES INC.,TTMI,0.000207
CARBO CERAMICS INC.,CRR,0.000207
INTERSECT ENT INC,XENT,0.000206
COMTECH TELECOMMUNICATIONS CORP.,CMTL,0.000206
SCIENTIFIC GAMES CORP.,SGMS,0.000206
BANK OF MARIN BANCORP,BMRC,0.000206
RAYONIER ADVANCED MATERIALS INC,RYAM,0.000206
ARMADA HOFFLER PROPERTIES REIT INC,AHH,0.000205
RAPTOR PHARMACEUTICAL CORP.,RPTP,0.000205
PEAPACK-GLADSTONE FINANCIAL CORP.,PGC,0.000205
CYTOKINETICS INC,CYTK,0.000204
PROGENICS PHARMACEUTICALS INC.,PGNX,0.000203
TREDEGAR CORP.,TG,0.000203
HORIZON BNCP IND,HBNC,0.000203
OM ASSET MANAGEMENT PLC,OMAM,0.000203
SUFFOLK,SCNB,0.000202
PLUG POWER INC.,PLUG,0.000202
ADEPTUS HEALTH INC CLASS A,ADPT,0.000202
LGI HOMES INC,LGIH,0.000201
FORESTAR GROUP INC.,FOR,0.000201
PRESS GANEY HOLDINGS INC,PGND,0.000201
ASHFORD HOSPITALITY PRIME REIT INC,AHP,0.000201
TANGOE INC.,TNGO,0.0002
CAMDEN NATIONAL CORP.,CAC,0.0002
ELDORADO RESORTS INC,ERI,0.0002
VERA BRADLEY INC.,VRA,0.000199
GP STRATEGIES CORP,GPX,0.000199
TG THERAPEUTICS INC,TGTX,0.000199
DYNEX CAPITAL INC.,DX,0.000198
META FINANCIAL GROUP INC,CASH,0.000198
FEDERAL AGRICULTURAL MORTGAGE CORP,AGM,0.000197
HARMONIC INC.,HLIT,0.000197
CITI TRENDS INC.,CTRN,0.000197
ARES COMMERCIAL REAL ESTATE REIT C,ACRE,0.000197
HOOKER FURNITURE CORP.,HOFT,0.000196
INDEPENDENT BANK GROUP INC,IBTX,0.000196
CIVITAS SOLUTIONS INC,CIVI,0.000196
INFINITY PHARMACEUTICALS INC.,INFI,0.000196
STATE NATIONAL COMPANIES INC,SNC,0.000195
ARROW FINANCIAL CORP.,AROW,0.000195
WHITESTONE REIT,WSR,0.000195
HOULIHAN LOKEY INC CLASS A,HLI,0.000194
BEAZER HOMES USA INC.,BZH,0.000194
LANDEC CORP.,LNDC,0.000194
FIRST COMMUNITY BANCSHARES INC,FCBC,0.000194
MYERS INDUSTRIES INC.,MYE,0.000193
GLADSTONE COMMERCIAL REIT CORP,GOOD,0.000193
GENMARK DIAGNOSTICS INC,GNMK,0.000193
PARTY CITY HOLDCO INC,PRTY,0.000192
DAKTRONICS INC.,DAKT,0.000192
ANI PHARMACEUTICALS INC,ANIP,0.000192
JOURNAL MEDIA GROUP INC,JMG,0.000192
PARK ELECTROCHEMICAL CORP.,PKE,0.000192
COHU INC.,COHU,0.000191
REVLON INC. CL A,REV,0.000191
STATE AUTO FINANCIAL CORP.,STFC,0.000191
WEST BANCORP,WTBA,0.00019
EPIZYME INC,EPZM,0.00019
MIRATI THERAPEUTICS INC,MRTX,0.000189
FIDELITY & GUARANTY LIFE,FGL,0.000188
XCERRA CORP,XCRA,0.000188
BARNES AND NOBLE EDUCATION INC,BNED,0.000187
SONUS NETWORKS INC,SONS,0.000187
ISLE OF CAPRI CASINOS INC.,ISLE,0.000187
OFG BANCORP.,OFG,0.000186
ARROWHEAD RESEARCH CORP,ARWR,0.000186
REX AMERICAN RESOURCES CORP.,REX,0.000185
NMI HOLDINGS INC CLASS A,NMIH,0.000185
FUTUREFUEL CORP.,FF,0.000185
TRINSEO,TSE,0.000184
BIOTELEMETRY INC,BEAT,0.000184
SURGERY PARTNERS INC,SGRY,0.000183
ALMOST FAMILY INC.,AFAM,0.000183
AXCELIS TECHNOLOGIES INC.,ACLS,0.000183
BASSETT FURNITURE INDUSTRIES INC.,BSET,0.000183
CASH COLLATERAL MSFUT USD,,0.000183
FORRESTER RESEARCH INC.,FORR,0.000183
COEUR MINING INC,CDE,0.000182
UNITED COMMUNITY FINANCIAL CORP.,UCFC,0.000182
BARRETT BUSINESS SERVICES INC.,BBSI,0.000182
TELIGENT INC,TLGT,0.000181
MALIBU BOATS CLASS A INC,MBUU,0.000181
PACIFIC CONTINENTAL CORP.,PCBK,0.000181
KIMBALL ELECTRONICS INC,KE,0.00018
CHEFS WAREHOUSE INC,CHEF,0.000179
PREFERRED APARTMENT COMMUNITIES RE,APTS,0.000179
CHANNELADVISOR CORP,ECOM,0.000179
ANGIODYNAMICS INC.,ANGO,0.000179
NCI BUILDING SYSTEMS INC.,NCS,0.000179
ZIX CORP.,ZIXI,0.000178
GASLOG LTD,GLOG,0.000178
XENOPORT INC.,XNPT,0.000178
ONEBEACON INSURANCE GROUP LTD. CL,OB,0.000178
HERITAGE COMMERCE CORP.,HTBK,0.000177
UNITED INSURANCE HOLDINGS CORP.,UIHC,0.000177
LIONBRIDGE TECHNOLOGIES INC.,LIOX,0.000177
VERITIV CORP,VRTV,0.000177
HCI GROUP INC,HCI,0.000176
AMERICAN SCIENCE & ENGINEERING INC,ASEI,0.000176
HABIT RESTAURANTS INC CLASS A,HABT,0.000176
TRISTATE CAPITAL HOLDINGS INC,TSC,0.000176
LANDAUER INC.,LDR,0.000176
TELECOMMUNICATION SYSTEMS INC. CL,TSYS,0.000176
DIGI INTERNATIONAL INC.,DGII,0.000175
STAAR SURGICAL CO.,STAA,0.000175
CHASE CORP,CCF,0.000175
OTONOMY INC,OTIC,0.000174
FIRST CONNECTICUT BANCORP INC,FBNK,0.000174
IXYS CORP,IXYS,0.000174
ULTRA PETROLEUM CORP,UPL,0.000174
WORLD ACCEPTANCE CORP.,WRLD,0.000173
ORCHIDS PAPER PRODUCTS,TIS,0.000173
MATTSON TECHNOLOGY INC.,MTSN,0.000173
ZOGENIX INC,ZGNX,0.000172
K2M GROUP HOLDINGS INC,KTWO,0.000172
OPOWER INC,OPWR,0.000172
POWERSECURE INTERNATIONAL INC,POWR,0.000172
CONCERT PHARMACEUTICALS INC,CNCE,0.000172
ICONIX BRAND GROUP INC.,ICON,0.000171
INNERWORKINGS INC.,INWK,0.00017
ONCOMED PHARMACEUTICALS INC,OMED,0.00017
GLU MOBILE INC.,GLUU,0.00017
SAFEGUARD SCIENTIFICS INC.,SFE,0.00017
QCR HOLDINGS INC.,QCRH,0.00017
ZAGG INC.,ZAGG,0.000169
PEOPLES FINANCIAL SERVICES CORP,PFIS,0.000169
ADAMAS PHARMACEUTICALS INC,ADMS,0.000169
FOX FACTORY HOLDING CORP,FOXF,0.000169
CULP INC.,CFI,0.000168
ONE LIBERTY PROPERTIES INC.,OLP,0.000168
K12 INC.,LRN,0.000167
CTI BIOPHARMA CORP,CTIC,0.000167
TIDEWATER INC.,TDW,0.000167
AGENUS INC.,AGEN,0.000167
PENUMBRA INC,PEN,0.000167
STAGE STORES INC.,SSI,0.000166
AMERICAN PUBLIC EDUCATION INC,APEI,0.000166
SPARK THERAPEUTICS INC,ONCE,0.000166
FLEXSTEEL INDUSTRIES INC.,FLXS,0.000166
CITIZENS & NORTHERN CORP.,CZNC,0.000165
TREVENA INC,TRVN,0.000165
CIBER INC.,CBR,0.000164
PARK-OHIO HOLDINGS CORP.,PKOH,0.000164
PDF SOLUTIONS INC.,PDFS,0.000164
TEJON RANCH CO.,TRC,0.000164
CNB FINANCIAL CORP,CCNE,0.000164
OCEANFIRST FINANCIAL CORP.,OCFC,0.000164
LION BIOTECHNOLOGIES INC,LBIO,0.000164
HAWAIIAN TELCOM HOLDCO INC.,HCOM,0.000163
DORIAN LPG LTD,LPG,0.000163
RIGEL PHARMACEUTICALS INC.,RIGL,0.000162
POTBELLY CORP,PBPB,0.000162
BENEFITFOCUS INC,BNFT,0.000162
ENTERCOM COMMUNICATIONS CORP. CL A,ETM,0.000162
SERES THERAPEUTICS INC,MCRB,0.000162
MESA LABORATORIES INC,MLAB,0.000162
LUMOS NETWORKS CORP,LMOS,0.000161
HORNBECK OFFSHORE SERVICES INC.,HOS,0.000161
REPUBLIC BANCORP INC CLASS A,RBCAA,0.000161
CRYOLIFE INC.,CRY,0.000161
OMNOVA SOLUTIONS INC.,OMN,0.00016
NEOPHOTONICS CORP.,NPTN,0.00016
AVID TECHNOLOGY INC,AVID,0.00016
SPORTSMANS WAREHOUSE HOLDINGS INC,SPWH,0.00016
APPLIED OPTOELECTRONICS INC,AAOI,0.00016
SERVICESOURCE INTERNATIONAL INC,SREV,0.00016
TEXTAINER GROUP HOLDINGS LTD.,TGH,0.000159
AMERICAN SOFTWARE INC. CL A,AMSWA,0.000159
ARLINGTON ASSET INVESTMENT CLASS A,AI,0.000159
WILLIAM LYON HOMES CLASS A,WLH,0.000159
EASTERLY GOVERNMENT PROPERTIES INC,DEA,0.000159
SURMODICS INC.,SRDX,0.000159
NVE CORP.,NVEC,0.000158
NATIONAL BANKSHARES INC.,NKSH,0.000157
PLANET FITNESS INC CLASS A,PLNT,0.000157
GLOBAL INDEMNITY PLC,GBLI,0.000157
TUESDAY MORNING CORP.,TUES,0.000156
LSI INDUSTRIES INC.,LYTS,0.000156
CSS INDUSTRIES INC.,CSS,0.000156
SAPIENS INTERNATIONAL CORP. N.V.,SPNS,0.000156
SEQUENTIAL BRANDS GROUP INC,SQBG,0.000156
ADVAXIS INC,ADXS,0.000155
GUARANTY BANCORP,GBNK,0.000155
BOINGO WIRELESS INC,WIFI,0.000155
VSE CORP.,VSEC,0.000154
AXOVANT SCIENCES LTD,AXON,0.000154
NEXPOINT RESIDENTIAL TRUST INC TRU,NXRT,0.000153
CENTURY COMMUNITIES INC,CCS,0.000153
MILLER INDUSTRIES INC.,MLR,0.000153
QUAD GRAPHICS INC CLASS A,QUAD,0.000153
EVERI HOLDINGS INC,EVRI,0.000153
CAESARS ACQUISITION ORD CLASS A,CACQ,0.000153
NATURAL GAS SERVICES GROUP INC.,NGS,0.000153
FOX CHASE BANCORP INC.,FXCB,0.000152
FLUIDIGM CORP,FLDM,0.000152
CARA THERAPEUTICS INC,CARA,0.000152
BAZAARVOICE INC,BV,0.000151
PANHANDLE OIL & GAS INC.,PHX,0.000151
LADENBURG THALMANN FINANCIAL SERVI,LTS,0.00015
BANKFINANCIAL CORP.,BFIN,0.00015
INDEPENDENCE REALTY TRUST REIT INC,IRT,0.000149
TERRITORIAL BANCORP INC.,TBNK,0.000149
IMMERSION CORP.,IMMR,0.000149
IGNYTA INC,RXDX,0.000148
MGP INGREDIENTS INC.,MGPI,0.000148
POWELL INDUSTRIES INC.,POWL,0.000147
CHECKPOINT SYSTEMS INC.,CKP,0.000147
CASELLA WASTE SYSTEMS INC. CL A,CWST,0.000147
SEACHANGE INTERNATIONAL INC.,SEAC,0.000147
SILICON GRAPHICS INTERNATIONAL COR,SGI,0.000146
TESCO CORP,TESO,0.000146
FARMER BROTHERS CO,FARM,0.000146
INTERNAP CORP,INAP,0.000146
GAIN CAPITAL HOLDINGS INC.,GCAP,0.000146
LA JOLLA PHARMACEUTICAL,LJPC,0.000146
BALDWIN & LYONS INC. CL B,BWINB,0.000146
UTAH MEDICAL PRODUCTS INC,UTMD,0.000146
CHARTER FINANCIAL CORP.,CHFN,0.000146
MIDWESTONE FINANCIAL GROUP INC,MOFG,0.000146
FREIGHTCAR AMERICA INC.,RAIL,0.000145
DSP GROUP INC.,DSPG,0.000145
FRP HOLDINGS INC,FRPH,0.000144
CURIS INC.,CRIS,0.000143
CORCEPT THERAPEUTICS INC.,CORT,0.000143
FLEXION THERAPEUTICS INC,FLXN,0.000143
SPEEDWAY MOTORSPORTS INC.,TRK,0.000142
MONARCH CASINO & RESORT INC.,MCRI,0.000142
PERRY ELLIS INTERNATIONAL INC.,PERY,0.000142
DXP ENTERPRISES INC.,DXPE,0.000142
MODEL N INC,MODN,0.000142
PC CONNECTION INC.,PCCC,0.000142
EXAR CORP,EXAR,0.000141
PETROLEUM HELICOPTERS NON VOTING I,PHIIK,0.000141
ARTESIAN RESOURCES CORP. CL A,ARTNA,0.000141
VERSARTIS INC,VSAR,0.00014
VECTRUS INC,VEC,0.00014
EROS INTERNATIONAL PLC CLASS A,EROS,0.00014
CLEAN ENERGY FUELS CORP.,CLNE,0.000139
DAILY JOURNAL CORP.,DJCO,0.000139
PLY GEM HOLDINGS INC,PGEM,0.000139
KIRKLANDS INC.,KIRK,0.000139
AMES NATIONAL CORP.,ATLO,0.000138
KMG CHEMICALS INC.,KMG,0.000138
UMH PROPERTIES INC.,UMH,0.000138
A10 NETWORKS INC,ATEN,0.000138
PICO HOLDINGS INC.,PICO,0.000137
MILACRON HOLDINGS CORP,MCRN,0.000137
SIGMA DESIGNS INC.,SIGM,0.000137
TRIBUNE PUBLISHING,TPUB,0.000136
